eat,im,food,feel,dont,ur,body,healthy,stop,shit,fuck,make,day,ed,brain,eating,gonna,friends,fucking,full
eat,eating,food,weight,body,calories,binge,good,healthy,feel,cake,ate,meals,lunch,day,lose,breakfast,make,meal,foods
im,dont,feel,shit,ur,time,fucking,lol,bc,gonna,ive,fuck,life,make,body,literally,ass,people,money,wanna
day,today,time,good,home,days,morning,night,run,back,bed,baby,bad,friends,tomorrow,hours,feel,inpatient,made,house
therapy,session,time,feel,things,week,talk,therapist,bit,back,felt,talking,thought,end,asked,good,thinking,feeling,told,mum
question,answer,people,recovery,feel,life,things,eating,ed,love,hope,disorder,hard,person,make,time,lot,find,good,care
question,answer,school,people,uk,family,baby,home,year,time,parents,babies,care,foster,hospital,children,back,unit,years,social
eat,eating,food,weight,body,calories,binge,good,feel,day,healthy,cake,meals,ate,make,lose,lunch,breakfast,meal,foods
im,dont,feel,shit,ur,fucking,lol,bc,gonna,people,ive,make,time,fuck,life,literally,ass,money,hate,wanna
day,today,time,good,home,back,morning,days,night,run,baby,bed,tomorrow,hours,inpatient,nice,bad,made,friends,sleep
therapy,session,time,feel,things,week,therapist,talk,bit,felt,back,talking,thought,end,asked,good,thinking,feels,told,thing
people,answer,question,recovery,feel,life,things,eating,love,hope,disorder,ed,lot,hard,time,good,person,make,find,back
question,answer,school,people,uk,baby,family,home,year,parents,hospital,foster,babies,care,week,years,children,long,unit,social
eat,eating,food,weight,body,calories,binge,good,feel,healthy,cake,make,day,meals,ate,lunch,meal,lose,breakfast,foods
im,dont,feel,shit,ur,fucking,lol,bc,time,gonna,make,ive,fuck,life,literally,ass,money,wanna,hate,body
day,today,time,good,home,morning,days,back,run,night,bad,bed,tomorrow,baby,hours,made,friends,feel,inpatient,running
therapy,session,feel,time,week,things,talk,therapist,bit,felt,back,talking,thought,end,asked,good,thinking,told,feeling,feels
people,question,answer,recovery,feel,life,eating,things,ed,love,hope,disorder,time,make,lot,hard,good,find,person,body
question,answer,school,people,uk,baby,family,home,parents,year,care,back,foster,hospital,time,babies,week,children,unit,group
eat,eating,food,weight,body,calories,binge,good,day,feel,cake,healthy,meals,ate,make,lunch,breakfast,meal,foods,lose
im,dont,feel,ur,shit,fucking,lol,time,bc,gonna,ive,fuck,life,make,people,ass,literally,money,wanna,body
day,today,time,good,home,days,morning,back,run,night,bad,bed,baby,hours,tomorrow,friends,feel,made,inpatient,running
therapy,session,feel,things,week,time,therapist,talk,bit,felt,back,talking,thought,end,asked,good,thinking,told,thing,feeling
people,question,answer,feel,recovery,life,things,eating,disorder,love,hope,ed,hard,lot,make,person,time,good,body,care
answer,question,school,people,uk,baby,home,family,year,parents,hospital,care,foster,back,time,babies,social,children,week,years
eat,eating,food,weight,body,calories,binge,good,feel,day,cake,healthy,meals,ate,make,lunch,meal,lose,breakfast,foods
im,dont,shit,ur,fucking,feel,lol,gonna,bc,time,make,fuck,ive,life,people,literally,ass,hate,wanna,back
day,today,time,good,home,days,morning,night,back,run,baby,bed,tomorrow,hours,friends,bad,inpatient,feel,room,nice
therapy,session,feel,time,things,week,therapist,talk,bit,felt,back,talking,end,thought,good,asked,thing,told,part,thinking
people,question,answer,recovery,feel,life,eating,things,disorder,hope,ed,love,make,hard,lot,person,find,time,post,care
answer,question,school,people,uk,baby,year,family,parents,home,time,back,hospital,foster,babies,care,week,years,children,social
eat,eating,food,weight,body,calories,binge,good,feel,healthy,day,cake,make,ate,meals,lunch,breakfast,meal,lose,time
im,dont,feel,shit,ur,time,fucking,lol,bc,gonna,ive,fuck,life,make,body,literally,ass,wanna,money,people
day,today,time,good,home,morning,night,days,run,bed,back,baby,tomorrow,bad,friends,hours,made,nice,inpatient,sleep
therapy,session,feel,things,time,talk,week,therapist,bit,felt,back,talking,thought,asked,good,end,feeling,told,feels,thinking
people,question,answer,recovery,feel,life,eating,things,disorder,ed,hope,love,hard,lot,make,time,find,good,person,care
question,answer,school,people,uk,baby,home,family,year,time,years,back,foster,babies,parents,care,hospital,week,unit,live
eat,eating,food,weight,body,calories,binge,feel,good,cake,healthy,day,make,meals,ate,lunch,lose,meal,breakfast,time
im,dont,feel,ur,shit,fucking,lol,gonna,time,bc,ive,fuck,life,make,people,body,literally,ass,money,hate
day,today,time,good,home,days,morning,run,night,back,baby,bed,tomorrow,friends,made,bad,inpatient,hours,nice,running
therapy,session,feel,things,time,week,therapist,bit,talk,felt,back,talking,thought,end,asked,good,told,feeling,thinking,mum
people,question,answer,recovery,feel,life,things,eating,love,disorder,ed,hope,hard,lot,make,time,person,find,care,post
answer,question,school,people,uk,baby,family,year,parents,home,time,back,hospital,foster,babies,social,care,children,week,months
eat,eating,food,weight,body,calories,feel,binge,good,healthy,cake,meals,day,make,ate,lunch,lose,meal,foods,breakfast
im,dont,feel,shit,ur,fucking,lol,bc,time,gonna,life,ive,fuck,make,body,literally,people,ass,money,wanna
day,today,time,good,home,days,morning,night,back,run,bed,baby,hours,friends,tomorrow,nice,bad,made,inpatient,sleep
therapy,session,time,feel,things,week,talk,therapist,bit,felt,back,talking,thought,end,asked,good,told,thinking,mum,thing
people,question,answer,feel,recovery,life,things,eating,love,hope,ed,disorder,hard,make,lot,person,bad,find,time,post
answer,question,school,uk,people,baby,family,year,home,parents,hospital,foster,care,babies,week,time,back,social,children,years
eat,eating,food,weight,body,calories,binge,good,feel,healthy,cake,day,meals,time,ate,make,lunch,meal,breakfast,lose
im,dont,feel,ur,shit,fucking,lol,time,bc,gonna,ive,fuck,life,make,people,body,ass,literally,wanna,money
day,today,time,good,home,morning,days,night,back,run,baby,bed,bad,friends,made,tomorrow,hours,feel,nice,inpatient
therapy,session,feel,time,things,week,talk,therapist,bit,felt,back,talking,thought,end,good,asked,thinking,told,feeling,thing
people,question,answer,recovery,feel,life,things,eating,hope,love,ed,disorder,hard,person,lot,make,good,find,time,care
answer,question,school,people,uk,home,baby,family,year,time,back,parents,foster,care,years,babies,social,week,hospital,long
eat,eating,food,weight,body,calories,binge,good,healthy,cake,feel,day,meals,ate,lunch,make,breakfast,meal,lose,foods
im,dont,feel,shit,ur,fucking,time,lol,bc,gonna,life,make,ive,people,fuck,literally,ass,wanna,body,money
day,today,time,good,home,morning,days,night,back,baby,bed,run,friends,bad,hours,tomorrow,made,feel,inpatient,sleep
therapy,session,feel,time,things,week,talk,therapist,bit,felt,talking,back,thought,end,asked,good,thinking,told,thing,mum
people,answer,question,recovery,feel,life,eating,things,disorder,hope,love,time,make,ed,hard,lot,person,good,find,back
question,answer,school,people,uk,family,parents,home,year,baby,hospital,care,foster,babies,years,children,social,time,back,long
eat,eating,food,weight,body,calories,binge,feel,good,healthy,cake,meals,ate,make,day,lunch,lose,breakfast,meal,ed
im,dont,feel,ur,shit,fucking,lol,time,gonna,bc,fuck,life,ive,people,make,literally,ass,wanna,money,hate
day,today,time,good,home,days,back,morning,run,baby,night,bed,bad,hours,tomorrow,inpatient,made,feel,running,friends
therapy,session,feel,things,time,week,therapist,talk,bit,felt,back,talking,end,thought,asked,good,thinking,thing,told,mum
weight,eating,feel,disorder,body,recovery,life,time,brain,year,question,feeling,healthy,hard,start,years,lose,big,find,bad
eat,food,eating,day,ed,love,calories,binge,feel,time,body,good,stop,run,days,recovery,ate,lunch,full,meals
therapy,things,week,session,bit,talk,therapist,felt,end,talking,thought,time,back,told,parents,asked,feel,work,thinking,part
answer,day,question,today,time,make,baby,good,home,bad,back,bed,inpatient,feel,night,people,pretty,school,uk,yesterday
im,people,dont,question,life,ur,shit,care,fucking,bc,lol,answer,fuck,gonna,friends,feel,ive,literally,house,post
good,lot,back,feel,made,thing,feels,past,days,time,person,cake,weeks,child,make,great,trauma,happened,long,remember
feel,eating,weight,recovery,body,disorder,brain,hard,find,time,life,start,healthy,point,big,normal,lose,thoughts,space,idea
eat,food,good,eating,days,make,day,today,ed,calories,binge,stop,body,run,full,time,bad,morning,ate,feel
therapy,week,things,session,bit,talk,therapist,felt,time,end,thought,talking,back,started,parents,told,part,thinking,asked,stuff
answer,question,day,home,today,baby,family,friends,time,night,nice,good,bad,pretty,hope,tomorrow,bed,inpatient,room,sleep
people,im,dont,life,love,care,shit,fucking,ur,bc,lol,gonna,post,make,fuck,give,feel,answer,live,ive
back,lot,thing,time,good,made,things,work,feel,kind,past,question,person,long,years,working,makes,weeks,times,child
eating,feel,weight,recovery,body,disorder,hard,brain,find,healthy,ed,start,life,health,normal,big,thoughts,point,idea,matter
eat,food,good,day,days,today,make,eating,time,calories,binge,run,full,morning,stop,bad,ate,ed,put,running
therapy,things,week,session,bit,talk,therapist,felt,end,thought,time,talking,thinking,started,parents,told,stuff,asked,wanted,head
answer,question,day,home,baby,hope,family,today,nice,friend,friends,night,pretty,stay,bad,house,tomorrow,sleep,room,hours
people,im,dont,life,love,feel,care,shit,fucking,make,ur,bc,lol,gonna,post,live,fuck,give,ive,literally
back,time,lot,work,thing,made,question,long,feel,things,past,times,year,years,person,working,weeks,good,kind,feels
eating,feel,weight,recovery,body,disorder,ed,brain,find,hard,healthy,point,normal,life,thoughts,make,health,big,control,idea
eat,food,good,day,today,make,days,bad,calories,binge,time,run,full,stop,ate,running,lunch,meals,evening,meal
therapy,week,things,session,bit,talk,therapist,felt,end,time,thought,talking,started,parents,told,stuff,back,wanted,asked,head
answer,question,day,home,hope,baby,family,friends,nice,friend,pretty,night,today,house,tomorrow,hours,bed,sleep,room,inpatient
people,im,dont,life,feel,love,shit,fucking,ur,bc,lol,gonna,post,fuck,care,make,ive,live,literally,guess
time,back,lot,thing,work,things,good,years,long,feel,made,hard,person,past,times,weeks,kind,makes,working,question
eating,feel,body,weight,recovery,disorder,ed,brain,find,make,healthy,normal,point,life,health,big,hard,idea,matter,change
eat,food,good,day,days,bad,today,time,calories,binge,make,run,full,stop,ate,eating,cake,lunch,meals,running
therapy,week,session,things,bit,talk,therapist,felt,end,thought,talking,back,started,parents,told,stuff,feel,wanted,asked,thinking
answer,question,day,home,hope,baby,today,family,friends,nice,friend,pretty,great,night,house,morning,care,tomorrow,hours,sleep
people,im,dont,life,love,feel,shit,fucking,ur,bc,lol,gonna,post,fuck,guess,make,ive,literally,care,hate
time,back,lot,thing,work,things,long,years,hard,good,question,kind,times,made,weeks,past,year,person,school,working
eating,body,feel,weight,recovery,ed,disorder,brain,find,make,healthy,normal,health,big,feeling,stop,life,understand,idea,matter
eat,food,good,day,today,days,make,calories,binge,time,bad,run,full,stop,ate,cake,running,lunch,eating,meals
therapy,week,things,session,bit,talk,therapist,felt,end,thought,talking,feel,started,parents,thinking,told,stuff,wanted,back,asked
answer,question,day,home,baby,hope,family,nice,great,friend,friends,pretty,night,morning,house,today,happy,stay,tomorrow,hours
people,im,feel,dont,life,love,shit,fucking,ur,bc,lol,gonna,care,post,fuck,guess,give,ive,make,literally
time,back,thing,lot,work,hard,good,years,long,things,school,kind,made,times,past,year,weeks,working,question,makes
eating,body,weight,recovery,feel,ed,disorder,brain,find,make,healthy,normal,life,health,thoughts,stop,understand,idea,mental,matter
eat,food,good,day,today,days,bad,eating,calories,binge,time,run,full,make,ate,put,stop,cake,running,lunch
therapy,things,week,session,bit,talk,therapist,felt,end,feel,thought,talking,started,thinking,stuff,told,feeling,wanted,asked,back
answer,question,day,home,hope,baby,family,friends,nice,great,friend,happy,pretty,night,house,hours,bed,sleep,stay,morning
people,im,feel,dont,life,love,shit,make,fucking,ur,bc,lol,gonna,post,fuck,person,guess,care,live,ive
time,back,thing,hard,work,lot,years,long,good,school,things,made,kind,times,past,weeks,working,ago,makes,year
eating,feel,body,weight,recovery,ed,disorder,brain,make,find,healthy,normal,stop,life,health,thoughts,point,start,mental,understand
eat,food,good,day,days,bad,today,eating,calories,binge,run,make,full,feeling,ate,cake,running,lunch,meals,evening
therapy,week,things,session,bit,talk,therapist,felt,end,thought,talking,feel,started,thinking,told,parents,stuff,wanted,asked,head
question,answer,day,hope,home,baby,family,today,friends,nice,great,friend,pretty,happy,made,night,house,care,hours,sleep
people,im,feel,dont,life,love,shit,fucking,ur,bc,make,lol,gonna,post,fuck,guess,give,live,ive,literally
time,back,lot,work,hard,thing,long,years,things,school,good,kind,past,weeks,times,ago,working,year,person,taking
eating,feel,body,weight,recovery,ed,disorder,brain,find,make,stop,life,healthy,normal,health,thoughts,part,mental,idea,matter
eat,food,day,good,today,days,eating,bad,calories,binge,make,run,full,ate,cake,feeling,running,meals,lunch,evening
therapy,week,things,session,bit,talk,therapist,felt,end,thought,feel,talking,thinking,started,parents,stuff,feeling,asked,wanted,told
question,answer,day,home,hope,baby,friends,family,nice,great,night,house,happy,friend,pretty,today,stay,care,morning,hours
people,im,feel,dont,life,love,shit,fucking,ur,bc,make,lol,gonna,post,fuck,ive,guess,give,literally,care
time,back,lot,hard,work,good,long,thing,years,school,things,times,past,start,kind,made,weeks,person,ago,working
eating,feel,body,weight,recovery,ed,disorder,brain,make,find,healthy,life,normal,stop,health,control,mental,idea,mind,matter
eat,food,good,day,today,days,calories,binge,eating,run,bad,full,ate,cake,put,running,make,lunch,meals,evening
therapy,week,things,session,bit,talk,therapist,felt,end,feel,thought,talking,thinking,started,back,parents,stuff,wanted,asked,told
question,answer,day,home,hope,baby,friends,family,nice,morning,friend,great,house,night,stay,pretty,hours,bed,care,sleep
people,im,feel,dont,life,love,shit,fucking,ur,make,bc,lol,gonna,post,fuck,give,literally,ive,care,hate
time,back,lot,hard,work,thing,things,years,long,good,school,bad,kind,times,weeks,year,makes,past,ago,working
eating,feel,body,weight,recovery,disorder,ed,brain,make,find,stop,healthy,normal,life,health,making,mental,matter,idea,lose
eat,day,food,good,today,days,calories,binge,run,eating,full,make,feeling,made,ate,cake,running,lunch,meals,bad
therapy,things,week,session,bit,talk,therapist,felt,feel,end,thought,talking,thinking,parents,stuff,told,started,back,asked,wanted
question,answer,day,hope,home,baby,family,nice,friend,great,night,house,friends,pretty,morning,happy,hours,bed,sleep,inpatient
people,im,feel,dont,life,love,shit,fucking,ur,make,bc,lol,gonna,fuck,give,care,ive,literally,post,hate
